6011277, 21.23, 24.23, 749.55, 33.10
6021705, 21.12, 24.18, 749.54, 33.20
6032136, 21.34, 24.23, 749.56, 33.20
6042566, 21.23, 24.25, 749.50, 33.00
6052997, 21.22, 24.26, 749.54, 32.80
6063427, 21.22, 24.26, 749.57, 32.90
6073856, 21.23, 24.25, 749.58, 33.00
6084288, 21.34, 24.28, 749.57, 33.20
6094718, 21.23, 24.22, 749.49, 33.10
6105147, 21.23, 24.18, 749.53, 33.10
6115577, 21.34, 24.22, 749.50, 33.20
6126008, 21.23, 24.25, 749.57, 33.10
6136438, 21.34, 24.27, 749.56, 33.20
6146867, 21.34, 24.28, 749.54, 33.20
6157297, 21.45, 24.26, 749.43, 33.10
6167728, 21.34, 24.26, 749.46, 33.00
6178158, 21.34, 24.23, 749.52, 33.10
6188587, 21.34, 24.26, 749.45, 33.00
6199019, 21.34, 24.27, 749.49, 33.30
6209449, 21.23, 24.28, 749.47, 33.20
6219878, 21.23, 24.30, 749.49, 33.10
6230308, 21.23, 24.30, 749.46, 33.20
6240737, -3.94, 24.31, 749.44, 0.00
6251167, 21.34, 24.29, 749.45, 33.30
6261596, 21.34, 24.28, 749.45, 33.10
6272026, 21.35, 24.27, 749.47, 33.50
6282457, 21.35, 24.23, 749.49, 33.40
